Id,Id2,Geography,Percent; Estimate; Population 25 years and over,Percent Males; Estimate; Population 25 years and over,Percent Females; Estimate; Population 25 years and over,Percent; Estimate; Population 25 years and over - Less than 9th grade,Percent Males; Estimate; Population 25 years and over - Less than 9th grade,Percent Females; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma","Percent Males; Estimate; Population 25 years and over - 9th to 12th grade, no diploma","Percent Females; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency),Percent Males; Estimate; Population 25 years and over - High school graduate (includes equivalency),Percent Females; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Percent; Estimate; Population 25 years and over - Some college, no degree","Percent Males; Estimate; Population 25 years and over - Some college, no degree","Percent Females; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent Males; Estimate; Population 25 years and over - Associate's degree,Percent Females; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent Males; Estimate; Population 25 years and over - Bachelor's degree,Percent Females; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent Males; Estimate; Population 25 years and over - Graduate or professional degree,Percent Females; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent high school graduate or higher,Percent Males; Estimate; Percent high school graduate or higher,Percent Females; Estimate; Percent high school graduate or higher,Percent; Estimate; Percent bachelor's degree or higher,Percent Males; Estimate; Percent bachelor's degree or higher,Percent Females; Estimate; Percent bachelor's degree or higher
8600000US53143,53143,ZCTA5 53143,(X),(X),(X),3.1,3.5,2.8,7.8,9.4,6.4,36.6,40.5,33.0,22.9,18.3,27.4,10.9,11.1,10.8,11.8,10.5,13.1,6.6,6.7,6.6,89.0,87.1,90.8,18.5,17.2,19.7
8600000US53144,53144,ZCTA5 53144,(X),(X),(X),3.7,3.8,3.7,7.3,6.9,7.7,30.7,30.9,30.4,21.1,21.3,21.0,10.9,9.7,11.9,18.5,19.1,17.9,7.8,8.3,7.4,88.9,89.3,88.6,26.3,27.4,25.3
8600000US53146,53146,ZCTA5 53146,(X),(X),(X),1.7,2.3,1.2,3.5,4.4,2.7,27.6,27.5,27.6,20.7,20.7,20.6,13.6,14.3,13.0,25.5,22.0,29.1,7.3,8.8,5.7,94.7,93.3,96.1,32.8,30.8,34.8
8600000US53147,53147,ZCTA5 53147,(X),(X),(X),4.0,3.4,4.6,4.9,4.6,5.1,30.0,31.9,28.2,21.5,20.5,22.5,6.5,5.3,7.8,20.4,21.8,19.0,12.6,12.5,12.7,91.1,91.9,90.3,33.0,34.3,31.8
8600000US53149,53149,ZCTA5 53149,(X),(X),(X),0.5,0.5,0.5,2.2,2.8,1.5,29.9,31.8,28.1,22.3,22.2,22.5,12.6,11.2,13.9,21.6,21.7,21.4,10.9,9.8,12.0,97.3,96.7,98.0,32.5,31.5,33.4
8600000US53150,53150,ZCTA5 53150,(X),(X),(X),1.1,1.1,1.1,2.5,2.7,2.2,30.4,30.6,30.2,23.2,24.1,22.3,9.8,8.9,10.6,23.1,22.7,23.5,9.9,9.8,10.0,96.4,96.2,96.7,33.1,32.6,33.5
8600000US53151,53151,ZCTA5 53151,(X),(X),(X),1.5,1.3,1.7,2.5,2.4,2.6,23.2,20.5,25.6,20.3,21.9,18.8,9.7,9.2,10.2,27.8,27.7,27.8,15.0,17.0,13.3,96.0,96.3,95.7,42.8,44.7,41.1
8600000US53153,53153,ZCTA5 53153,(X),(X),(X),0.6,1.2,0.0,2.4,3.0,1.9,30.7,30.9,30.6,25.8,24.7,26.9,10.9,11.4,10.3,20.7,19.4,22.1,8.8,9.5,8.1,97.0,95.8,98.1,29.5,28.9,30.2
8600000US53154,53154,ZCTA5 53154,(X),(X),(X),1.7,1.7,1.6,4.1,4.2,4.0,28.4,26.2,30.6,22.6,24.8,20.4,11.6,12.0,11.2,22.1,22.7,21.5,9.6,8.4,10.7,94.2,94.1,94.4,31.6,31.1,32.2
8600000US53156,53156,ZCTA5 53156,(X),(X),(X),1.5,1.9,1.1,6.9,10.3,3.6,36.6,37.2,35.9,26.0,27.3,24.8,8.8,5.1,12.3,14.5,12.8,16.2,5.7,5.3,6.0,91.6,87.7,95.3,20.2,18.1,22.2
8600000US53158,53158,ZCTA5 53158,(X),(X),(X),2.5,2.9,2.1,4.8,5.7,4.0,27.8,32.2,23.4,21.5,17.5,25.5,9.8,8.4,11.2,21.3,21.3,21.3,12.3,12.1,12.5,92.7,91.5,93.9,33.6,33.4,33.8
8600000US53167,53167,ZCTA5 53167,(X),(X),(X),5.6,13.1,0.0,0.0,0.0,0.0,37.4,61.5,19.4,21.6,12.3,28.6,3.9,0.0,6.9,25.9,13.1,35.4,5.6,0.0,9.7,94.4,86.9,100.0,31.5,13.1,45.1
8600000US53168,53168,ZCTA5 53168,(X),(X),(X),1.4,1.9,1.0,6.6,6.8,6.5,35.4,34.8,35.9,25.1,26.3,23.9,9.5,8.7,10.3,15.1,16.6,13.5,6.9,4.8,9.0,91.9,91.3,92.5,22.0,21.5,22.4
8600000US53170,53170,ZCTA5 53170,(X),(X),(X),5.4,7.7,3.0,4.8,6.7,2.7,29.0,30.7,27.2,23.8,21.1,26.8,12.2,11.9,12.6,16.6,14.9,18.4,8.2,7.0,9.4,89.8,85.6,94.3,24.8,21.9,27.8
8600000US53172,53172,ZCTA5 53172,(X),(X),(X),2.7,2.6,2.9,6.5,6.3,6.6,36.0,36.6,35.4,23.4,23.4,23.4,10.9,12.2,9.8,14.6,13.4,15.6,6.0,5.5,6.4,90.8,91.1,90.5,20.5,18.9,22.0
8600000US53177,53177,ZCTA5 53177,(X),(X),(X),3.9,5.8,1.0,8.6,8.8,8.3,36.5,39.1,32.6,25.4,28.5,20.8,7.7,4.8,12.1,13.1,11.2,16.0,4.8,1.9,9.2,87.5,85.4,90.7,17.9,13.1,25.3
8600000US53178,53178,ZCTA5 53178,(X),(X),(X),2.4,3.5,1.3,4.9,5.5,4.3,42.1,47.5,36.5,23.0,17.0,29.2,10.3,10.6,9.9,11.5,9.7,13.3,5.8,6.1,5.5,92.7,90.9,94.5,17.3,15.8,18.8
8600000US53179,53179,ZCTA5 53179,(X),(X),(X),4.1,5.5,2.6,9.9,10.5,9.2,36.2,40.1,32.1,23.0,21.0,25.1,5.7,4.3,7.2,15.0,15.1,15.0,6.1,3.4,8.9,86.0,84.0,88.2,21.1,18.5,23.9
8600000US53181,53181,ZCTA5 53181,(X),(X),(X),0.8,0.3,1.2,5.3,7.0,3.8,32.8,36.3,29.6,30.4,27.3,33.2,7.5,7.0,7.9,15.2,15.0,15.4,8.0,7.2,8.8,93.9,92.7,95.0,23.2,22.2,24.2
8600000US53182,53182,ZCTA5 53182,(X),(X),(X),4.1,4.7,3.7,6.6,7.1,6.1,34.0,37.2,31.1,24.4,23.4,25.3,13.0,11.4,14.4,12.7,11.6,13.7,5.2,4.7,5.6,89.3,88.3,90.2,17.9,16.2,19.4
8600000US53183,53183,ZCTA5 53183,(X),(X),(X),1.0,2.0,0.0,2.1,1.4,2.8,21.7,21.1,22.3,19.7,24.1,15.1,11.4,9.8,13.1,25.1,23.5,26.8,18.9,18.1,19.8,96.9,96.6,97.2,44.0,41.6,46.6
8600000US53184,53184,ZCTA5 53184,(X),(X),(X),3.6,3.3,3.9,5.2,5.7,4.8,35.0,39.8,30.4,21.8,19.7,23.9,8.5,8.3,8.6,18.8,16.2,21.3,7.1,7.1,7.1,91.2,91.0,91.3,25.9,23.3,28.4
8600000US53185,53185,ZCTA5 53185,(X),(X),(X),1.1,1.7,0.5,4.6,5.7,3.5,31.1,31.9,30.2,22.7,22.1,23.4,10.9,10.4,11.4,20.5,20.3,20.7,9.2,8.0,10.4,94.3,92.6,96.0,29.7,28.2,31.1
8600000US53186,53186,ZCTA5 53186,(X),(X),(X),3.2,4.1,2.4,4.6,5.4,3.8,25.7,25.8,25.7,21.4,20.5,22.2,9.3,8.2,10.4,23.5,23.0,23.9,12.3,13.0,11.6,92.2,90.5,93.8,35.8,36.0,35.5
8600000US53188,53188,ZCTA5 53188,(X),(X),(X),2.0,2.1,1.9,4.2,4.4,4.0,26.5,26.2,26.8,23.3,25.4,21.3,9.0,8.1,9.8,23.6,22.9,24.3,11.4,10.9,12.0,93.8,93.5,94.1,35.1,33.8,36.3
8600000US53189,53189,ZCTA5 53189,(X),(X),(X),0.9,1.4,0.5,3.4,3.6,3.2,23.9,21.0,26.6,22.1,25.7,18.9,11.8,10.2,13.2,27.1,27.7,26.5,10.9,10.5,11.2,95.7,95.0,96.3,37.9,38.2,37.7
8600000US53190,53190,ZCTA5 53190,(X),(X),(X),4.7,5.1,4.2,4.7,5.1,4.3,26.4,27.3,25.5,22.1,22.8,21.4,8.3,8.6,8.0,19.5,18.2,20.8,14.4,12.9,15.8,90.7,89.8,91.5,33.9,31.1,36.6
8600000US53191,53191,ZCTA5 53191,(X),(X),(X),1.8,2.0,1.7,4.2,3.4,4.9,21.7,21.7,21.6,18.4,20.4,16.7,7.8,5.8,9.6,21.0,19.3,22.6,25.0,27.4,22.9,93.9,94.6,93.4,46.1,46.7,45.5
8600000US53192,53192,ZCTA5 53192,(X),(X),(X),0.0,0.0,0.0,13.0,100.0,0.0,73.9,0.0,85.0,0.0,0.0,0.0,13.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,100.0,0.0,0.0,0.0
8600000US53195,53195,ZCTA5 53195,(X),(X),(X),10.8,9.5,14.3,6.9,9.5,0.0,47.1,55.4,25.0,15.7,9.5,32.1,7.8,4.1,17.9,11.8,12.2,10.7,0.0,0.0,0.0,82.4,81.1,85.7,11.8,12.2,10.7
8600000US53202,53202,ZCTA5 53202,(X),(X),(X),1.0,1.3,0.8,3.4,3.8,2.9,9.5,8.8,10.2,14.6,17.2,11.8,4.2,4.3,4.1,42.7,41.9,43.6,24.6,22.7,26.7,95.6,94.9,96.4,67.3,64.6,70.3
8600000US53203,53203,ZCTA5 53203,(X),(X),(X),0.3,0.0,0.7,0.4,0.8,0.0,15.7,19.2,11.6,17.8,14.4,21.6,10.7,10.4,11.2,38.6,38.9,38.2,16.4,16.3,16.6,99.2,99.2,99.3,55.0,55.2,54.9
8600000US53204,53204,ZCTA5 53204,(X),(X),(X),19.5,18.8,20.4,21.1,22.8,19.4,30.4,32.5,28.3,17.1,14.6,19.8,3.4,3.1,3.8,5.5,5.5,5.5,2.9,2.8,2.9,59.3,58.5,60.3,8.3,8.3,8.4
8600000US53205,53205,ZCTA5 53205,(X),(X),(X),5.7,6.8,4.9,17.7,18.7,17.0,34.0,41.8,28.5,24.2,18.3,28.4,8.5,4.4,11.4,6.6,6.4,6.8,3.2,3.5,3.0,76.5,74.4,78.0,9.9,9.9,9.8
8600000US53206,53206,ZCTA5 53206,(X),(X),(X),5.7,5.4,5.9,22.0,23.7,20.7,36.7,38.8,35.1,24.0,22.6,25.1,5.4,5.4,5.5,4.9,3.4,6.1,1.2,0.8,1.5,72.3,70.9,73.4,6.1,4.2,7.6
8600000US53207,53207,ZCTA5 53207,(X),(X),(X),2.1,2.7,1.6,6.0,6.5,5.6,26.6,27.6,25.7,21.2,23.7,18.8,7.7,8.0,7.5,24.4,21.8,26.9,11.9,9.7,14.0,91.8,90.8,92.8,36.3,31.5,40.9
8600000US53208,53208,ZCTA5 53208,(X),(X),(X),6.8,5.2,8.2,11.9,13.5,10.4,25.0,27.4,22.9,23.6,21.2,25.8,7.8,8.2,7.5,16.0,16.5,15.5,8.9,8.0,9.7,81.3,81.2,81.4,24.8,24.5,25.1
8600000US53209,53209,ZCTA5 53209,(X),(X),(X),3.3,3.6,3.1,11.1,12.4,10.1,29.9,30.4,29.5,26.4,25.9,26.7,8.5,7.2,9.4,13.8,13.3,14.1,7.2,7.4,7.0,85.6,84.1,86.8,20.9,20.7,21.1
8600000US53210,53210,ZCTA5 53210,(X),(X),(X),4.1,5.0,3.5,12.5,12.0,12.8,32.7,38.6,28.6,23.3,22.3,24.0,7.5,4.6,9.5,12.6,9.5,14.8,7.3,7.9,6.9,83.4,83.0,83.8,20.0,17.5,21.7
8600000US53211,53211,ZCTA5 53211,(X),(X),(X),1.5,1.7,1.3,1.3,1.3,1.3,9.4,9.8,8.9,15.5,16.7,14.2,5.2,6.2,4.2,36.7,34.2,39.2,30.4,30.0,30.9,97.2,96.9,97.4,67.1,64.2,70.1
8600000US53212,53212,ZCTA5 53212,(X),(X),(X),4.0,4.3,3.7,11.7,11.0,12.3,25.0,26.5,23.5,22.8,22.8,22.8,6.1,5.8,6.3,19.9,19.9,19.9,10.6,9.7,11.5,84.3,84.7,84.0,30.5,29.6,31.4
8600000US53213,53213,ZCTA5 53213,(X),(X),(X),0.4,0.4,0.4,2.0,2.5,1.6,15.6,14.5,16.6,16.6,16.0,17.0,6.2,6.3,6.1,36.8,36.6,37.0,22.4,23.6,21.3,97.6,97.1,98.0,59.2,60.2,58.3
8600000US53214,53214,ZCTA5 53214,(X),(X),(X),4.3,4.2,4.4,7.6,8.4,6.9,32.9,35.6,30.2,22.3,22.3,22.2,9.9,8.1,11.7,17.1,15.8,18.5,5.8,5.6,6.1,88.0,87.4,88.7,23.0,21.4,24.6
8600000US53215,53215,ZCTA5 53215,(X),(X),(X),18.5,21.4,15.8,14.6,16.5,12.8,34.6,35.0,34.3,18.6,16.4,20.7,4.3,3.4,5.2,6.3,4.9,7.7,3.0,2.5,3.5,66.8,62.1,71.4,9.3,7.4,11.2
8600000US53216,53216,ZCTA5 53216,(X),(X),(X),2.7,3.1,2.5,10.6,10.0,10.9,33.3,41.5,27.6,27.0,22.9,29.7,8.8,8.7,8.9,11.5,9.0,13.2,6.1,4.7,7.1,86.7,86.8,86.6,17.6,13.7,20.3
8600000US53217,53217,ZCTA5 53217,(X),(X),(X),1.1,1.2,1.1,1.3,1.3,1.4,9.5,8.7,10.3,13.5,12.0,14.8,4.0,4.1,3.9,37.2,35.8,38.5,33.3,37.0,30.0,97.5,97.5,97.5,70.5,72.7,68.5
8600000US53218,53218,ZCTA5 53218,(X),(X),(X),5.2,5.4,5.0,13.3,13.2,13.4,34.2,39.9,30.2,26.8,23.8,28.8,8.4,7.3,9.2,8.3,6.8,9.3,3.9,3.6,4.1,81.5,81.4,81.6,12.2,10.4,13.4
8600000US53219,53219,ZCTA5 53219,(X),(X),(X),3.3,3.2,3.4,7.9,7.8,7.9,32.9,34.5,31.4,23.3,24.1,22.4,10.4,11.4,9.5,17.0,15.0,18.8,5.2,3.9,6.5,88.8,89.0,88.7,22.2,18.9,25.3
8600000US53220,53220,ZCTA5 53220,(X),(X),(X),4.2,4.2,4.3,5.3,4.4,6.1,35.3,33.0,37.2,21.5,23.7,19.6,10.0,11.8,8.5,17.1,16.5,17.5,6.6,6.4,6.8,90.5,91.4,89.7,23.7,22.9,24.3
8600000US53221,53221,ZCTA5 53221,(X),(X),(X),5.4,5.4,5.3,7.7,9.3,6.2,35.3,35.7,34.9,21.5,20.3,22.6,7.2,7.6,6.8,15.7,16.0,15.3,7.3,5.7,8.8,86.9,85.3,88.5,23.0,21.7,24.1
8600000US53222,53222,ZCTA5 53222,(X),(X),(X),2.6,2.6,2.6,4.9,6.2,3.6,24.6,25.2,24.1,20.7,20.6,20.8,8.7,9.3,8.1,25.8,24.3,27.1,12.7,11.7,13.7,92.6,91.2,93.8,38.5,36.0,40.8
8600000US53223,53223,ZCTA5 53223,(X),(X),(X),3.9,3.0,4.5,9.6,10.0,9.3,26.6,27.5,25.9,24.7,23.1,25.9,7.8,8.1,7.6,17.8,19.5,16.5,9.6,8.8,10.2,86.5,87.0,86.1,27.4,28.3,26.7
8600000US53224,53224,ZCTA5 53224,(X),(X),(X),4.1,3.7,4.6,9.1,9.5,8.8,31.0,33.1,29.2,22.3,22.5,22.2,8.2,7.2,9.1,15.4,13.4,17.2,9.7,10.6,9.0,86.7,86.8,86.7,25.1,24.0,26.1
8600000US53225,53225,ZCTA5 53225,(X),(X),(X),4.1,3.7,4.4,9.0,10.6,7.9,31.6,32.0,31.3,27.6,28.2,27.3,8.8,8.0,9.3,13.2,12.0,14.0,5.7,5.5,5.9,86.9,85.7,87.8,18.9,17.5,19.9
8600000US53226,53226,ZCTA5 53226,(X),(X),(X),0.7,1.0,0.4,2.1,2.8,1.4,16.6,15.0,18.1,16.0,16.0,16.1,8.2,8.1,8.4,34.4,34.5,34.4,21.9,22.7,21.2,97.3,96.2,98.2,56.3,57.2,55.6
8600000US53227,53227,ZCTA5 53227,(X),(X),(X),2.9,3.1,2.7,6.9,7.2,6.7,33.1,33.1,33.1,21.7,23.8,19.9,8.6,7.9,9.2,18.3,17.6,18.9,8.6,7.4,9.6,90.2,89.7,90.7,26.9,25.0,28.5
8600000US53228,53228,ZCTA5 53228,(X),(X),(X),2.8,2.7,2.8,5.3,5.5,5.1,29.0,24.2,33.3,23.7,29.1,18.7,8.6,8.6,8.6,19.9,18.7,21.1,10.8,11.3,10.5,92.0,91.8,92.1,30.8,30.0,31.5
8600000US53233,53233,ZCTA5 53233,(X),(X),(X),6.6,5.4,8.6,18.3,19.8,15.8,25.9,27.7,22.9,22.3,21.1,24.4,5.0,4.7,5.4,12.6,12.6,12.4,9.3,8.7,10.4,75.1,74.8,75.6,21.9,21.3,22.9
8600000US53235,53235,ZCTA5 53235,(X),(X),(X),4.5,2.8,6.1,7.0,7.4,6.5,29.3,31.7,27.0,21.0,22.6,19.5,8.5,6.8,10.0,20.6,20.0,21.2,9.2,8.6,9.7,88.5,89.7,87.4,29.8,28.6,30.8
8600000US53295,53295,ZCTA5 53295,(X),(X),(X),6.3,6.8,0.0,4.9,5.3,0.0,34.1,36.8,0.0,27.8,27.4,33.3,12.2,7.9,66.7,10.2,11.1,0.0,4.4,4.7,0.0,88.8,87.9,100.0,14.6,15.8,0.0
8600000US53402,53402,ZCTA5 53402,(X),(X),(X),1.9,1.8,2.1,8.0,6.6,9.3,29.8,29.5,30.1,22.6,25.0,20.4,9.4,8.4,10.3,18.3,19.7,17.1,9.9,9.1,10.7,90.1,91.7,88.6,28.3,28.8,27.8
8600000US53403,53403,ZCTA5 53403,(X),(X),(X),6.6,7.4,5.8,13.9,18.1,9.7,27.6,27.2,28.0,23.7,21.5,25.9,8.3,6.5,10.1,13.5,13.1,13.8,6.5,6.3,6.7,79.6,74.6,84.6,20.0,19.4,20.6
8600000US53404,53404,ZCTA5 53404,(X),(X),(X),11.4,12.7,10.3,11.6,13.6,9.7,34.3,35.2,33.4,21.5,20.4,22.4,7.3,5.1,9.3,9.6,7.4,11.6,4.4,5.6,3.3,77.0,73.7,80.0,14.0,13.0,14.9
8600000US53405,53405,ZCTA5 53405,(X),(X),(X),2.9,2.7,3.0,7.1,7.5,6.7,30.3,32.7,28.2,28.1,26.3,29.8,10.8,9.3,12.1,14.1,15.2,13.2,6.8,6.4,7.1,90.1,89.8,90.3,20.9,21.6,20.3
8600000US53406,53406,ZCTA5 53406,(X),(X),(X),2.5,3.2,2.0,5.0,5.0,5.1,29.6,29.3,29.8,23.0,23.8,22.4,9.3,8.5,10.0,18.8,17.7,19.7,11.7,12.5,11.0,92.5,91.8,93.0,30.5,30.2,30.7
8600000US53501,53501,ZCTA5 53501,(X),(X),(X),0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0
8600000US53502,53502,ZCTA5 53502,(X),(X),(X),3.1,3.6,2.6,5.0,6.2,3.8,43.0,43.3,42.8,23.4,23.8,23.0,8.3,8.6,7.9,11.9,10.4,13.4,5.4,4.1,6.6,92.0,90.3,93.6,17.3,14.6,20.0
8600000US53503,53503,ZCTA5 53503,(X),(X),(X),2.7,2.1,3.2,7.1,8.9,5.2,41.5,48.1,34.7,19.4,18.2,20.6,9.5,6.4,12.8,13.6,10.7,16.6,6.1,5.5,6.8,90.2,89.0,91.5,19.8,16.2,23.4
8600000US53504,53504,ZCTA5 53504,(X),(X),(X),3.2,3.9,2.3,5.3,5.1,5.5,44.2,52.0,36.1,20.1,16.8,23.5,9.8,8.0,11.7,11.0,7.5,14.7,6.4,6.7,6.2,91.5,90.9,92.2,17.4,14.2,20.9
8600000US53505,53505,ZCTA5 53505,(X),(X),(X),3.4,5.4,1.4,8.1,6.7,9.6,45.1,52.3,37.7,14.6,18.1,11.0,11.2,10.1,12.3,10.8,1.3,20.5,6.8,6.0,7.5,88.5,87.9,89.0,17.6,7.4,28.1
8600000US53506,53506,ZCTA5 53506,(X),(X),(X),3.6,3.9,3.2,8.2,9.1,7.3,43.5,44.7,42.2,20.3,22.9,17.7,11.1,8.8,13.4,8.5,7.0,9.9,4.9,3.6,6.2,88.2,87.0,89.5,13.3,10.6,16.1
8600000US53507,53507,ZCTA5 53507,(X),(X),(X),1.1,2.1,0.0,2.2,2.0,2.4,31.2,32.8,29.6,23.4,24.0,22.8,12.3,11.3,13.4,20.4,21.2,19.5,9.5,6.7,12.3,96.8,95.9,97.6,29.9,27.9,31.9
8600000US53508,53508,ZCTA5 53508,(X),(X),(X),0.9,1.3,0.5,2.3,3.3,1.2,28.0,32.5,23.3,24.5,21.9,27.1,12.7,11.9,13.5,23.4,19.6,27.3,8.3,9.6,7.0,96.8,95.4,98.3,31.7,29.2,34.3
8600000US53510,53510,ZCTA5 53510,(X),(X),(X),2.6,3.1,2.1,5.7,2.3,8.8,36.2,39.2,33.6,21.9,23.1,20.7,13.7,13.1,14.2,13.4,16.0,11.0,6.6,3.1,9.7,91.7,94.6,89.2,20.0,19.2,20.7
8600000US53511,53511,ZCTA5 53511,(X),(X),(X),5.3,6.1,4.5,11.1,10.7,11.5,37.3,39.9,35.0,21.2,20.6,21.7,8.4,7.8,8.9,10.1,8.7,11.2,6.6,6.1,7.0,83.6,83.1,84.0,16.7,14.8,18.3
8600000US53515,53515,ZCTA5 53515,(X),(X),(X),1.7,1.1,2.3,3.4,2.9,3.8,34.6,38.0,31.2,16.0,13.0,19.0,13.0,16.2,10.0,22.5,20.9,24.0,8.8,7.9,9.7,94.9,96.0,93.9,31.3,28.8,33.7
8600000US53516,53516,ZCTA5 53516,(X),(X),(X),1.8,2.7,1.0,3.4,5.1,1.7,36.2,42.9,29.6,21.5,19.7,23.3,9.3,7.1,11.5,18.6,13.7,23.4,9.1,8.7,9.4,94.7,92.2,97.3,27.7,22.4,32.9
8600000US53517,53517,ZCTA5 53517,(X),(X),(X),1.1,1.4,0.8,4.3,4.8,3.7,31.2,32.8,29.4,19.5,18.3,20.8,10.6,9.7,11.7,20.9,19.3,22.7,12.4,13.8,10.8,94.6,93.9,95.4,33.3,33.1,33.5
8600000US53518,53518,ZCTA5 53518,(X),(X),(X),1.9,2.4,1.4,6.3,8.4,4.1,40.6,47.8,32.5,21.2,18.3,24.4,12.8,10.2,15.8,10.8,7.6,14.4,6.3,5.4,7.4,91.7,89.2,94.6,17.1,12.9,21.9
8600000US53520,53520,ZCTA5 53520,(X),(X),(X),2.4,2.4,2.3,7.2,7.6,6.7,41.6,43.2,40.0,21.2,19.6,22.8,10.1,9.4,10.8,12.2,12.1,12.4,5.3,5.6,5.1,90.5,89.9,91.0,17.6,17.7,17.4
8600000US53521,53521,ZCTA5 53521,(X),(X),(X),1.1,1.5,0.7,3.0,3.5,2.4,29.6,33.0,26.0,21.0,21.3,20.7,12.9,12.9,12.8,21.9,18.8,25.1,10.6,9.0,12.1,95.9,95.0,96.9,32.5,27.8,37.3
8600000US53522,53522,ZCTA5 53522,(X),(X),(X),1.6,1.9,1.3,6.3,8.5,4.0,42.2,44.6,39.8,25.2,26.6,23.8,8.7,7.5,10.0,11.2,8.5,14.0,4.8,2.4,7.3,92.1,89.6,94.8,16.0,10.9,21.3
8600000US53523,53523,ZCTA5 53523,(X),(X),(X),1.6,1.7,1.5,3.1,4.2,2.0,29.1,33.6,24.7,20.8,19.2,22.4,11.6,10.9,12.3,23.2,20.0,26.3,10.6,10.4,10.7,95.3,94.1,96.5,33.8,30.4,37.1
8600000US53525,53525,ZCTA5 53525,(X),(X),(X),4.1,3.9,4.3,5.8,6.1,5.5,39.8,43.9,35.7,20.8,20.5,21.0,10.5,10.6,10.4,13.3,9.8,16.8,5.7,5.1,6.3,90.1,90.0,90.2,19.0,14.9,23.1
8600000US53526,53526,ZCTA5 53526,(X),(X),(X),0.5,0.0,1.0,1.7,3.3,0.0,31.6,35.3,27.6,32.1,31.6,32.7,13.3,11.2,15.6,16.7,17.7,15.6,4.1,0.9,7.5,97.8,96.7,99.0,20.8,18.6,23.1
8600000US53527,53527,ZCTA5 53527,(X),(X),(X),3.0,4.3,1.8,3.0,3.3,2.7,20.2,17.4,22.9,20.3,24.2,16.5,14.4,11.4,17.2,25.4,24.6,26.1,13.7,14.7,12.8,93.9,92.4,95.4,39.1,39.3,38.8
8600000US53528,53528,ZCTA5 53528,(X),(X),(X),1.5,1.6,1.5,2.5,1.9,3.1,27.0,30.3,23.8,19.6,21.3,18.0,11.8,9.4,14.2,25.0,22.7,27.2,12.5,12.9,12.1,96.0,96.6,95.4,37.5,35.6,39.4
8600000US53529,53529,ZCTA5 53529,(X),(X),(X),5.8,9.4,1.5,4.9,6.9,2.5,34.6,31.9,38.0,20.4,20.3,20.5,11.5,12.4,10.3,17.0,15.9,18.5,5.8,3.3,8.8,89.3,83.8,96.0,22.8,19.2,27.2
8600000US53530,53530,ZCTA5 53530,(X),(X),(X),5.5,6.9,4.0,7.3,7.3,7.2,39.8,46.2,33.2,19.1,17.1,21.2,11.0,7.5,14.7,11.5,9.9,13.2,5.8,5.1,6.6,87.3,85.7,88.8,17.3,15.0,19.8
8600000US53531,53531,ZCTA5 53531,(X),(X),(X),1.0,1.5,0.5,3.2,4.5,1.7,30.1,34.7,24.9,25.0,25.2,24.8,10.3,9.0,11.6,21.5,18.6,24.7,8.9,6.5,11.7,95.8,94.0,97.8,30.4,25.0,36.4
8600000US53532,53532,ZCTA5 53532,(X),(X),(X),1.1,0.5,1.7,2.7,4.1,1.3,21.9,23.6,20.3,23.4,21.9,24.7,14.6,11.9,17.1,24.8,25.6,24.1,11.5,12.4,10.7,96.2,95.4,97.0,36.3,38.0,34.8
8600000US53533,53533,ZCTA5 53533,(X),(X),(X),1.2,2.1,0.3,4.7,4.4,5.0,34.6,40.0,29.8,23.3,21.3,25.1,12.8,11.5,13.9,17.1,16.2,17.8,6.4,4.4,8.2,94.1,93.4,94.7,23.4,20.6,26.0
8600000US53534,53534,ZCTA5 53534,(X),(X),(X),0.6,1.1,0.1,5.3,5.8,4.9,38.4,40.2,36.6,20.8,21.7,19.8,13.7,14.9,12.5,14.7,11.1,18.3,6.5,5.2,7.8,94.0,93.2,94.9,21.2,16.3,26.1
8600000US53536,53536,ZCTA5 53536,(X),(X),(X),2.5,2.1,2.9,3.3,4.9,2.0,31.2,30.7,31.7,24.6,23.9,25.1,12.9,13.7,12.1,18.4,17.3,19.4,7.1,7.3,6.8,94.1,93.0,95.1,25.5,24.6,26.3
8600000US53537,53537,ZCTA5 53537,(X),(X),(X),6.3,12.2,0.0,12.1,15.3,8.6,49.8,45.8,54.1,14.7,21.2,7.8,5.0,3.1,7.1,9.4,1.0,18.3,2.7,1.4,4.1,81.7,72.6,91.4,12.1,2.4,22.4
8600000US53538,53538,ZCTA5 53538,(X),(X),(X),3.3,2.6,4.0,7.0,7.1,7.0,35.7,40.0,31.8,19.4,20.9,18.0,11.9,10.4,13.3,15.0,11.6,18.0,7.6,7.3,7.9,89.7,90.3,89.0,22.6,19.0,25.9
